wideness,z,scaledValue
0.10804251669839900,-0.0019797508139163300,0
0.10818495819809200,-0.0019739079289138300,0
0.1080214400304250,-0.0020745734218508000,0
0.10837401912959900,-0.0020342424977570800,0
0.1091152159556170,-0.00195444468408823,0
0.1090806848400550,-0.0019902256317436700,0
0.11010292039298700,-0.002014909405261280,0
0.10995880288737200,-0.0025310791097581400,0
0.10996440083626900,-0.0020737850572913900,0
0.1113067906073890,0.00030218559550121400,0
0.11141290428770700,-0.0000014013073723617700,0
0.11466770354823200,-0.0003389946941751990,0
0.11975266424954600,-0.00010537517664488400,0
0.12331321275231700,0.00027937296545133000,0
0.12831652135614800,0.002189632738009100,0
0.134641386813543,0.007514288183301690,0
0.1351170757422890,0.007695410400629040,0
0.1380799053893680,0.009606342762708660,0
0.14004865547987000,0.00992569886147976,0
0.14163482475413900,0.01273898035287860,0
0.1381126002334180,0.019107773900032000,0
0.14011435681122900,0.023127246648073200,0
0.14326128049419200,0.0268649123609066,0
0.1495670694665650,0.037027738988399500,0
0.1451966621690450,0.05218321084976200,0
0.14993187548470400,0.05327586457133290,0
0.1517590267793960,0.0588480643928051,0
0.15760247811332500,0.0644649937748909,0
0.15642084694308700,0.06958220899105070,0
0.15299342697629400,0.07507500052452090,0
0.15471271994436700,0.07807852327823640,0
0.15534737269186100,0.08217652142047880,0
0.16898241515124100,0.08125385642051700,0
0.17247718195713700,0.08359040319919590,0
0.16991442989112400,0.08459238708019260,0
0.1693551529704060,0.08531337976455690,0
0.1716054834019920,0.08604564517736440,0
0.16891106302539200,0.08567972481250760,0
0.1654754904246790,0.08198760449886320,0
0.16541459529608300,0.07973811775445940,0
0.1624609279032020,0.07873363047838210,0
0.1680656269530150,0.07874110341072080,0
0.17255695807680500,0.07868649065494540,0
0.18635323529291000,0.08343943953514100,0
0.1984392295083250,0.08488398790359500,0
0.20291147737408800,0.08657301962375640,0
0.21723943587258100,0.09077610075473790,0
0.21577631491578100,0.09056339412927630,0
0.21844901001786200,0.09186248481273650,0
0.22283655004014100,0.09647791087627410,0
