wideness,z,eyeDist,scaledValue
0.08977194316852495,-0.003252847818657756,0.10347059917595204,0
0.09125407890925445,-0.0032663499005138874,0.10281435991829345,0
0.09026016657807696,-0.0033713728189468384,0.10318736453387314,0
0.09120144933008513,-0.0024111634120345116,0.10319844811781938,0
0.09208976479635128,-0.0028148391284048557,0.10359687838409919,0
0.09225499096144608,-0.004578225780278444,0.10277186586071665,0
0.0916653833376585,-0.004590868949890137,0.10281352488764083,0
0.09189588746871903,-0.00475727766752243,0.10144072237017587,0
0.08916984463836082,-0.004502493422478437,0.09960561101828283,0
0.08985967234256043,-0.0057181017473340034,0.09714849159818177,0
0.09066719201800406,-0.005998058710247278,0.09577683396299426,0
0.09124411515667927,-0.008512995205819607,0.09767479852726316,0
0.09094114951468324,-0.010246170684695244,0.09828913054061039,0
0.09247756092164082,-0.010498248040676117,0.09654844158796227,0
0.09255386001317308,-0.010282953269779682,0.0961646373157116,0
0.09389031398501724,-0.01004568301141262,0.09601549798516514,0
0.0946525393646441,-0.007128865458071232,0.0926147583522754,0
0.09719007512678092,-0.005431497469544411,0.09167931210630652,0
0.09633947338481494,-0.005497728940099478,0.08948892802690846,0
0.09687864401091277,-0.006746182683855295,0.09304374859725882,0
0.09883830234748094,-0.007387571968138218,0.09830045253307672,0
0.09764212523219162,-0.008048772811889648,0.09645233420519649,0
0.10024024092429558,-0.007710686419159174,0.09355012754252584,0
0.1048882555656315,-0.0099913589656353,0.09274995894247934,0
0.10552991838193132,-0.010239744558930397,0.09079479345636532,0
0.10525705289889156,-0.011172891594469547,0.09077190752395255,0
0.10448879154564035,-0.0008304796065203846,0.09164613468883867,0
0.10760276955779285,0.000768710277043283,0.08987574543183326,0
0.10071149537860499,-0.008065282367169857,0.09143079600556853,0
0.10457705280229741,-0.00896885059773922,0.09353756714918025,0
0.10098437281468894,-0.008625786751508713,0.09354890759707074,0
0.10299178254911422,-0.008747028186917305,0.09373906298328569,0
0.10343762849296852,-0.009787479415535927,0.09288222287910392,0
0.10378440781576621,-0.009610604494810104,0.09232810891884459,0
0.10386402228787775,-0.009149117395281792,0.09196620107197935,0
0.1034270604116928,-0.009158502332866192,0.09136450435140855,0
0.10584262264089905,-0.010322989895939827,0.09214013014945592,0
0.10518881849704213,-0.010535613633692265,0.09277512320468402,0
0.10688119018121617,-0.011402309872210026,0.09318521634636481,0
0.10616286763259951,-0.011665435507893562,0.0932130679838906,0
0.1055152808444519,-0.012506308034062386,0.09324997818295794,0
0.10534513707210783,-0.012537822127342224,0.09322089242846833,0
0.1053480595088592,-0.012658720836043358,0.09233664774412327,0
0.10531386511021192,-0.012489346787333488,0.09183756041869108,0
0.1053919307533419,-0.013854811899363995,0.09100071500696301,0
0.1050452537740025,-0.013663184829056263,0.09197695264412999,0
0.10443438751721806,-0.013180701062083244,0.09273402783646245,0
0.09980041739372719,-0.013208538293838501,0.09390678781633902,0
0.0898513610912337,-0.013311706483364105,0.09553097326337033,0
0.08366921001634205,-0.012873297557234764,0.09580099816504008,0
0.08327651551610855,-0.012023525312542915,0.09793036457058656,0
0.08423810574395409,-0.010474113747477531,0.10063418430596621,0
0.0770938677108932,-0.00875736866146326,0.09853683426539848,0
