wideness,z,scaledValue
0.09052520551346190,-0.011616275645792500,0
0.09155233176434560,-0.01161972712725400,0
0.09146035798544940,-0.011487627401948000,0
0.09105386823970760,-0.011295530013740100,0
0.09092011874000620,-0.011283831670880300,0
0.09064326198407530,-0.011298452503979200,0
0.09073030720084870,-0.01129055954515930,0
0.09075549523645760,-0.01212799921631810,0
0.09083446671912230,-0.012220103293657300,0
0.0909185271779421,-0.012265683151781600,0
0.09130514599807320,-0.012109987437725100,0
0.09152303948296940,-0.012123094871640200,0
0.09153302293969360,-0.012308296747505700,0
0.09144916184489120,-0.012299774214625400,0
0.09179760991489540,-0.012050526216626200,0
0.09201690532048410,-0.012044274248182800,0
0.09270271110868560,-0.01203275378793480,0
0.09406917269126180,-0.01201332826167350,0
0.09379959274035860,-0.012062176130712000,0
0.09459780170187480,-0.011975965462625000,0
0.0949476164495964,-0.011949686333537100,0
0.09562249442212130,-0.01184769906103610,0
0.09519141959343950,-0.011225664988160100,0
0.09584078389765510,-0.010842238552868400,0
0.09641863143385550,-0.010405657812953000,0
0.09593667787014740,-0.010249709710478800,0
0.0962888983244715,-0.009156889282166960,0
0.09614469403416120,-0.009138681925833230,0
0.09753486386135820,-0.008498676121234890,0
0.09674548292297050,-0.008448198437690740,0
0.09802971299045660,-0.008464341051876550,0
0.09841369138836770,-0.008635974489152430,0
0.09821810096661140,-0.008821840398013590,0
0.09868511858548290,-0.009083397686481480,0
0.09913516629704000,-0.00908905453979969,0
0.09966043170637080,-0.009209908545017240,0
0.09947588622580280,-0.009205320850014690,0
0.0996328694325674,-0.009305237792432310,0
0.09984522051002470,-0.009342290461063390,0
0.09932976898617190,-0.009117992594838140,0
0.09914844721832080,-0.009203026071190830,0
0.09873994108784840,-0.009699491783976560,0
0.09842521241059640,-0.009913253597915170,0
0.09857485425154730,-0.009952972643077370,0
0.09829330723426500,-0.01029909960925580,0
0.098199924830104,-0.010406574234366400,0
0.09815512752763540,-0.010409613139927400,0
0.0983841270479369,-0.010532649233937300,0
0.09834894805620800,-0.01087481714785100,0
0.0982547980856559,-0.010877867229282900,0
0.09810005573716480,-0.011148729361593700,0
0.09780631390262040,-0.011282074265182000,0
0.0977005548736565,-0.011422095820307700,0
0.09735623041797000,-0.011645049788057800,0
0.09712455817690590,-0.011656024493277100,0
0.09715023864868610,-0.012886891141533900,0
0.09643763807533570,-0.013159980066120600,0
0.09690130295384730,-0.013009695336222600,0
0.09713148873293390,-0.013021891005337200,0
0.09653302901847240,-0.013169130310416200,0
0.09645872548660430,-0.013107791543006900,0
0.0962168297676476,-0.012924209237098700,0
0.09638487928094030,-0.012636208906769800,0
0.09645064431929000,-0.012341807596385500,0
0.09595832668767460,-0.013089319691062000,0
0.0956382278087935,-0.012918343767523800,0
0.0957503796868527,-0.01272705476731060,0
0.09444500963665460,-0.01270894892513750,0
0.0938667912743481,-0.01279599778354170,0
0.09461095507792100,-0.012722624465823200,0
0.09500511935087080,-0.01270756870508190,0
0.09515724700057650,-0.012592973187565800,0
0.09592666960712490,-0.012383132241666300,0
0.09579109943717580,-0.012377722188830400,0
0.09544437825472440,-0.012415966019034400,0
0.09619515226452340,-0.012260301038622900,0
0.09666053034735230,-0.012226726859808000,0
0.09747980929339700,-0.012325500138104000,0
0.096915315386869,-0.012346876785159100,0
0.09648399151964540,-0.012378673069179100,0
0.0961786469749122,-0.01225254312157630,0
0.09626372616609750,-0.012298664078116400,0
0.09693955894061880,-0.012297655455768100,0
0.09355526494770460,-0.012590000405907600,0
0.08601884376321810,-0.01149771735072140,0
0.08195819450901220,-0.010877538472414000,0
0.08006073984109610,-0.01001793798059230,0
0.07934972654586530,-0.009788152761757370,0
0.07955481645748390,-0.00959522370249033,0
0.07920341392905900,-0.008755642920732500,0
0.07707496268764190,-0.007652646396309140,0
0.07566605518435190,-0.005895058158785110,0
0.07873247922163480,-0.005071556195616720,0
0.07853974641884610,-0.0038287434726953500,0
0.07863606176064920,-0.0039617884904146200,0
0.07987487266296360,-0.0038218796253204300,0
0.08260478296463770,-0.0033158648293465400,0
0.08625032548791620,-0.0010925309034064400,0
0.09031499349469890,0.0012889700010418900,0
0.09465186485873040,0.00445194635540247,0
0.1069838937950220,0.005796611309051510,0
0.11659712993247100,0.007352435030043130,0
0.11620779192283100,0.0075385356321930900,0
0.12118443929905300,0.011488070711493500,0
0.12273338993649600,0.018089300021529200,0
0.12563302611055300,0.022165415808558500,0
0.1358068800048500,0.025921830907464000,0
0.1408030863164510,0.02828986942768100,0
0.1463646661969570,0.03082597814500330,0
0.1536769508115030,0.034244779497385000,0
0.15690838065161500,0.03515080362558370,0
0.16253447178273100,0.03547649830579760,0
0.1651036902068120,0.042496442794799800,0
0.16880266485455200,0.04305598884820940,0
0.17470175552831500,0.04821710288524630,0
0.17864792076693900,0.05304921418428420,0
0.18099895089218300,0.0553031750023365,0
0.18625273863279100,0.05862121656537060,0
0.19567036192773700,0.05734718590974810,0
0.19875022871663900,0.05869751051068310,0
0.20876213633306300,0.06320077180862430,0
0.21137405923715900,0.06776422262191770,0
0.21433888001630900,0.06925372034311300,0
0.21741155447318200,0.06985851377248760,0
0.22111109674173600,0.07371898740530010,0
0.22570680152860600,0.07558659464120870,0
0.23163488692904400,0.07474422454833980,0
0.23960304411495100,0.0763397216796875,0
0.24741514985440900,0.08627323806285860,0
0.26287153308496700,0.09072469174861910,0
0.2714786302462810,0.09309905022382740,0
0.27750951340457300,0.0989391878247261,0
0.28530567541122700,0.09887437522411350,0
0.28865207962002300,0.09776158630847930,0
0.28938827117051300,0.10571886599063900,0
0.2931390863561960,0.10908688604831700,0
0.29567620346976500,0.11436276137828800,0
0.3005306256874640,0.11759074032306700,0
0.29968611521551200,0.11877657473087300,0
0.2985889749792400,0.12471763789653800,0
0.2918512254130380,0.12367844581604000,0
0.2854811683923290,0.10943051427602800,0
0.2672368655941010,0.1320503205060960,0
0.3046505449638340,0.10214974731206900,0
0.2997209554014130,0.11437930911779400,0
0.29262622153912300,0.10783575475215900,0
0.282624885071493,0.08447520434856420,0
0.2840486600226120,0.06564512103796010,0
0.29525116467116700,0.06125719100236890,0
0.2928464184587110,0.06440837681293490,0
0.27525662267032500,0.05867538973689080,0
0.22606360707984100,0.03631090745329860,0
0.20386783776694300,0.04068852961063390,0
0.21824791044302400,0.03730461373925210,0
0.16729392655948100,0.03413643687963490,0
0.16933686820374100,0.026317507028579700,0
0.15131669576362800,0.0044535137712955500,0
0.14713274382485800,0.0011102639837190500,0
0.13785142354465600,-0.0017522710841149100,0
0.13339933288242000,-0.003621598705649380,0
0.12173040499233500,-0.005049532745033500,0
0.11136461108861900,-0.005475735291838650,0
0.10272003097807400,-0.005580950994044540,0
0.10006080365791400,-0.007465135306119920,0
0.09397530841956730,-0.007281389087438580,0
0.08729946038830770,-0.008446703664958480,0
0.08249466586816860,-0.008237048052251340,0
0.07809738087672040,-0.006979404482990500,0
