Ps,Tension
0,0.2041181736794990
0,0.2041181736794990
0,0.2041181736794990
0,0.2041181736794990
0,0.2041181736794990
0,0.2041181736794990
0,0.2041181736794990
0,0.2041181736794990
0,0.2041181736794990
0,0.2041181736794990
0,0.2041181736794990
0,0.2041181736794990
0,0.2041181736794990
0,0.2041181736794990
0,0.2041181736794990
0,0.2041181736794990
0,0.2041181736794990
0,0.2041181736794990
0,0.2041181736794990
0,0.2041181736794990
0,0.2041181736794990
0,0.2041181736794990
0,0.2041181736794990
0,0.2041181736794990
0,0.2041181736794990
0,0.2041181736794990
0,0.2041181736794990
0,0.2041181736794990
0,0.2041181736794990
0,0.2041181736794990
0,0.2041181736794990
0,0.2041181736794990
0,0.2041181736794990
0,0.2041181736794990
0,0.2041181736794990
0,0.2041181736794990
0,0.2041181736794990
0,0.2041181736794990
0,0.2041181736794990
0,0.2041181736794990
0,0.2041181736794990
0,0.2041181736794990
0,0.2041181736794990
0,0.2041181736794990
0,0.2041181736794990
0,0.2041181736794990
0,0.2041181736794990
0,0.2041181736794990
0,0.2041181736794990
0,0.2041181736794990
0,0.2041181736794990
0,0.2041181736794990
0,0.2041181736794990
0,0.2041181736794990
0,0.2041181736794990
0,0.2041181736794990
0,0.2041181736794990
0,0.2041181736794990
0,0.2041181736794990
0,0.2041181736794990
0,0.2041181736794990
0,0.2041181736794990
0,0.2041181736794990
0,0.2041181736794990
0,0.2041181736794990
0,0.2041181736794990
0,0.2041181736794990
0,0.2041181736794990
0,0.2041181736794990
0,0.2041181736794990
0,0.2041181736794990
0,0.2041181736794990
0,0.2041181736794990
0,0.2041181736794990
0,0.2041181736794990
0,0.2041181736794990
0,0.2041181736794990
0,0.2041181736794990
0,0.2041181736794990
0,0.2041181736794990
0,0.2041181736794990
0,0.2041181736794990
0,0.2041181736794990
0,0.2041181736794990
0,0.2041181736794990
0,0.2041181736794990
0,0.2041181736794990
0,0.2041181736794990
0,0.2041181736794990
0,0.2041181736794990
0,0.2041181736794990
0,0.2041181736794990
0,0.2041181736794990
0,0.2041181736794990
0,0.2041181736794990
0,0.2041181736794990
0,0.2041181736794990
0,0.2041181736794990
0,0.2041181736794990
0,0.2041181736794990
0,0.2041181736794990
0,0.2041181736794990
0,0.2041181736794990
0,0.2041181736794990
0,0.2041181736794990
0,0.2041181736794990
0,0.2041181736794990
0,0.2041181736794990
0,0.2041181736794990
0,0.2041181736794990
0,0.2041181736794990
0,0.2041181736794990
0,0.2041181736794990
0,0.2041181736794990
0,0.2041181736794990
0,0.2041181736794990
0,0.2041181736794990
0,0.2041181736794990
0,0.2041181736794990
0,0.2041181736794990
0,0.2041181736794990
0,0.2041181736794990
0,0.2041181736794990
0,0.2041181736794990
0,0.2041181736794990
0,0.2041181736794990
0,0.2041181736794990
0,0.2041181736794990
0,0.2041181736794990
0,0.2041181736794990
0,0.2041181736794990
0,0.2041181736794990
0,0.2041181736794990
0,0.2041181736794990
0,0.2041181736794990
0,0.2041181736794990
0,0.2041181736794990
0,0.2041181736794990
0,0.2041181736794990
0,0.2041181736794990
0,0.2041181736794990
0,0.2041181736794990
0,0.2041181736794990
0,0.2041181736794990
0,0.2041181736794990
0,0.2041181736794990
0,0.2041181736794990
0,0.2041181736794990
0,0.2041181736794990
0,0.2041181736794990
0,0.2041181736794990
0,0.2041181736794990
0,0.2041181736794990
0,0.2041181736794990
0.0005787037037037040,0.2041181736794990
0.001736111111111110,0.2041181736794990
0.001736111111111110,0.2041181736794990
0.003472222222222220,0.20322291853178200
0.003472222222222220,0.20322291853178200
0.005787037037037040,0.20322291853178200
0.006944444444444440,0.2023276633840650
0.006944444444444440,0.2023276633840650
0.01099537037037040,0.2005371530886300
0.01099537037037040,0.2005371530886300
0.012152777777777800,0.2005371530886300
0.01678240740740740,0.1987466427931960
0.01678240740740740,0.1987466427931960
0.017939814814814800,0.1987466427931960
0.017939814814814800,0.1987466427931960
0.02025462962962960,0.1969561324977620
0.022569444444444400,0.19606087735004500
0.022569444444444400,0.19606087735004500
0.02488425925925930,0.19606087735004500
0.02488425925925930,0.19606087735004500
0.02662037037037040,0.19427036705461100
0.02662037037037040,0.19427036705461100
0.028356481481481500,0.19427036705461100
0.03009259259259260,0.1933751119068940
0.03009259259259260,0.1933751119068940
0.031828703703703700,0.1933751119068940
0.034722222222222200,0.1915846016114590
0.034722222222222200,0.1915846016114590
0.03587962962962960,0.1915846016114590
0.03587962962962960,0.1915846016114590
0.037037037037037000,0.19068934646374200
0.037037037037037000,0.19068934646374200
0.04050925925925930,0.1897940913160250
0.041666666666666700,0.18889883616830800
0.041666666666666700,0.18889883616830800
0.04282407407407410,0.1880035810205910
0.04282407407407410,0.1880035810205910
0.043402777777777800,0.1880035810205910
0.04398148148148150,0.18710832587287400
0.04398148148148150,0.18710832587287400
0.04398148148148150,0.1862130707251570
0.04398148148148150,0.1862130707251570
0.04456018518518520,0.1862130707251570
0.04456018518518520,0.1844225604297230
0.04456018518518520,0.1844225604297230
